,Unnamed: 0,id,pl,uk,false_friends,predictions
753,753,754,chleb,віспа,2,0
754,754,755,listopad,засіб,2,0
755,755,756,czaszka,завод,2,0
756,756,757,rydwan,збрід,2,0
757,757,758,działo,зброя,2,0
758,758,759,arbuz,збиток,2,0
759,759,760,niewidomy,же,2,0
760,760,761,chełm,злий,2,1
761,761,762,gromada,значок,2,0
762,762,763,cztery,жолудь,2,0
763,763,764,odwiedzać,звʼязок,2,0
764,764,765,talerz,адідаси,2,0
765,765,766,jeden,аванс,2,0
766,766,767,spotykać się,авантюра,2,0
767,767,768,hotel,болото,2,0
768,768,769,włoski,багно,2,0
769,769,770,trawnik,бидло,2,0
770,770,771,wróbel,бігун,2,0
771,771,772,hutnictwo,бесіда,2,0
772,772,773,żelazko,бляха,2,0
773,773,774,rozumieć,бік,2,0
774,774,775,wzór,братанчик,2,0
775,775,776,granatowy,братанчик,2,0
776,776,777,żyletka,терпіння,2,0
777,777,778,nocleg,холм,2,1
778,778,779,wąż,часами,2,0
779,779,780,wegetarianin,челюсть,2,0
780,780,781,zbrodnia,чубчик,2,0
781,781,782,my,чхати,2,0
782,782,783,puszka,чин,2,0
783,783,784,strona,досадний,2,0
784,784,785,brązowy,дума,2,0
785,785,786,szukać,діло,2,0
786,786,787,kraj,депутат,2,0
787,787,788,sztuka,девізи,2,0
788,788,789,deputat,доконати,2,0
789,789,790,ciemny,держава,2,0
790,790,791,czubek,фара,2,0
791,791,792,pozorny,гадати,2,0
792,792,793,trzynaście,гарнітур,2,0
793,793,794,mieć,глаз,2,0
794,794,795,dzwonek,гірний,2,0
795,795,796,kit,грач,2,0
796,796,797,ćwiek,гранатовий,2,0
797,797,798,szczęka,гроза,2,0
798,798,799,motłoch,гривня,2,0
799,799,800,drzewo,хурма,2,0
800,800,801,baczyć,кінцевий,2,0
801,801,802,grzywna,корали,2,0
802,802,803,szesnaście,козаки,2,0
803,803,804,spółkować,криса,2,0
804,804,805,magazynek,любʼязний,2,0
805,805,806,człowiek,магазин,2,0
806,806,807,malarz,магазинчик,2,1
807,807,808,koleśnica,маляр,2,0
808,808,809,oko,младенець,2,0
809,809,810,dwieście,морда,2,0
810,810,811,matka,мильний,2,0
811,811,812,pierogi,наглий,2,0
812,812,813,strata,порадувати,2,1
813,813,814,stryczek,відпочивати,2,0
814,814,815,krzesło,олово,2,0
815,815,816,ożóg,осада,2,0
816,816,817,morze,ожог,2,0
817,817,818,chory,пацан,2,0
818,818,819,smaczny,пенсія,2,0
819,819,820,bratanica,пень,2,0
820,820,821,bohater,пилка,2,0
821,821,822,szczegół, ножна пилка,2,0
822,822,823,korzystny,пивниця,2,0
823,823,824,chwost,плутон,2,0
824,824,825,bufet,постраждати,2,0
825,825,826,daleko,позорний,2,0
826,826,827,powieść,просто,2,1
827,827,828,dzierżawa,пукати,2,0
828,828,829,łyżwy,розірватися,2,0
829,829,830,cieśnina,розказ,2,0
830,830,831,lato,рик,2,0
831,831,832,rozkaz,смугла,2,0
832,832,833,trzydzieści,соплі,2,0
833,833,834,porwać,список,2,0
834,834,835,dobry,способність,2,0
835,835,836,ogon,спотикатися,2,0
836,836,837,bydło,ссати,2,0
837,837,838,pluton,саки,2,0
838,838,839,piwo,сутки,2,0
839,839,840,woda,шаль,2,0
840,840,841,gwiazda,сметанка,2,0
841,841,842,dzień,тарас,2,0
842,842,843,zdrowy,травник,2,0
843,843,844,lipiec,тикати,2,0
844,844,845,wzwód,вбити,2,0
845,845,846,sześć,споминати,2,0
846,846,847,leczyć,поважати,2,0
847,847,848,ciąża,вонь,2,0
848,848,849,czterysta,вигідний,2,0
849,849,850,ołów,взір,2,0
850,850,851,pytać,взвод,2,0
851,851,852,tańszy,забіг,2,0
852,852,853,potoczny,закон,2,0
853,853,854,wino,зальотний,2,0
854,854,855,kraina,запамʼятати,2,0
855,855,856,korale,засідка,2,0
856,856,857,kupować,заснути,2,0
857,857,858,wtorek,зимовий,2,0
858,858,859,płyta,залізяка,2,0
859,859,860,godzina,грубий,2,0
860,860,861,paszport,актуальний,2,0
861,861,862,góra,бронзовий,2,0
862,862,863,płazy,корисний,2,0
863,863,864,czas,лагідний,2,0
864,864,865,kolejny,лужний,2,1
865,865,866,kazać,пишний,2,0
866,866,867,tabor,правдивий,2,0
867,867,868,przygoda,пристойний,2,0
868,868,869,wiek,сольний,2,0
869,869,870,wstawać,бачити,2,0
870,870,871,śmiać się,копати,2,1
871,871,872,pień,обрахувати,2,0
872,872,873,podróżować,порушити,2,1
873,873,874,czyhać,порвати,2,0
874,874,875,dwadzieścia,сапати,2,0
875,875,876,słaby,точити,2,0
