,Unnamed: 0,id,pl,uk,false_friends,predictions,similarity_values,cos_sim
428,428,429,prawdziwy,правдивий,1,1,0.9411764705882352,0.4759751128722359
429,429,430,przystojny,пристойний,1,1,0.7368421052631579,0.3972965128252632
430,430,431,solny,сольний,1,1,1.0,0.20877410616670272
431,431,432,baczyć,бачити,1,1,0.6153846153846154,0.44342772840400835
432,432,433,kopać,копати,1,1,0.7272727272727273,0.5715805237344778
433,433,434,obrachować,обрахувати,1,1,0.7,0.49
434,434,435,poruszyć,порушити,1,1,0.5882352941176471,0.4903534997774925
435,435,436,porwać,порвати,1,1,0.7692307692307693,0.5293896506358982
436,436,437,sapać,сапати,1,1,0.7272727272727273,0.49
437,437,438,toczyć,точити,1,1,0.6153846153846154,0.5430705180501851
439,439,440,adidasy,вегетаріанський,0,1,0.4,0.25674053530605545
446,446,447,słuchać,сіль,0,1,0.4,0.13575614099676167
451,451,452,poniedziałek,година,0,1,0.4444444444444444,0.37514768800872517
487,487,488,świat,син,0,1,0.5,0.2650789597785997
493,493,494,las,близько,0,1,0.4444444444444444,0.13700284544133043
507,507,508,celować,чотирнадцять,0,1,0.4,0.07954528248538503
529,529,530,broń,дерево,0,1,0.4,0.13494013432109772
532,532,533,robić,ніч,0,1,0.4444444444444444,0.22370881838828363
549,549,550,płeć,пити,0,1,0.4444444444444444,0.21324614817116955
566,566,567,śruba,шукати,0,1,0.5,0.09497071351209128
568,568,569,pisać,співати,0,1,0.5,0.5034945043406046
611,611,612,kolejka,голова,0,1,0.4615384615384615,0.13403520601287577
618,618,619,rok,рукав,0,1,0.5,0.09202624761816128
623,623,624,mięso,слово,0,1,0.4,0.2100047294992764
632,632,633,wysoki,ангельський,0,1,0.4285714285714285,0.2806023902551127
651,651,652,celnik,чоловік,0,1,0.4285714285714285,0.2203663519450829
702,702,703,podatny,панство,0,1,0.4285714285714285,0.13871111089194776
713,713,714,pojazd,поїзд,0,1,0.7272727272727273,0.5023000399919472
720,720,721,rozpoczynać,прийшлий,0,1,0.4210526315789473,0.49
735,735,736,szary,шари,0,1,0.5454545454545454,0.24674101443985946
752,752,753,błoto,рубель,0,1,0.4,0.22843737748916873
760,760,761,chełm,злий,0,1,0.5,0.15036701268313754
777,777,778,nocleg,холм,0,1,0.4,0.1756817586377073
788,788,789,deputat,доконати,0,1,0.4,0.49
806,806,807,malarz,магазинчик,0,1,0.4705882352941176,0.230868826513865
826,826,827,powieść,просто,0,1,0.4615384615384615,0.17390902873992792
864,864,865,kolejny,лужний,0,1,0.6666666666666666,0.3075282892971143
872,872,873,podróżować,порушити,0,1,0.4,0.3673843825509312
